Location_ID,Location_String,Latitude,Longitude,X,Y,Z
56,"Alief, TX",29.7110641,-95.5963337,-0.0846989324525612,-0.864396070197136,0.495626396259466
57,KS,38.27312,-98.5821872,-0.117153938461061,-0.776276515058979,0.619410790082759
58,"Hillsborough, CA",45.9222528,-64.6453656,0.297884151762881,-0.6286266494376,0.718396525426846
59,"Providence, RI",41.8677428,-71.5814834,0.235288213924536,-0.706540020992753,0.667413406460915
60,VA,13.2904027,108.4265113,-0.307622395005654,0.92332039784487,0.22988672213631
61,"Online, BC, Canada",55.001251,-125.002441,-0.328999685770462,-0.469817643293323,0.81916456760119
62,"Online, IA",41.9216734,-93.3122705,-0.0429901077826471,-0.742815894691058,0.668114060043014
63,"Blue Springs, MO",39.017316,-94.282265,-0.0580153314314715,-0.774786700196224,0.629555232301299
64,"Upperlake, CA",33.6999343,-118.0122374,-0.390735983794904,-0.734489013481573,0.554843473461385
65,"Merced, CA",37.3029568,-120.4843269,-0.403529937840708,-0.685486611317854,0.606029450579953
66,"Mission Viejo, CA",33.5965685,-117.659405,-0.386669596418829,-0.737766647607907,0.553341663787112
67,CT,41.8523094,1.5745043,0.744585932609661,0.0204665851304501,0.667212790534549
68,"Cohasset, MA",42.2417675,-70.8036544,0.243420229954813,-0.699151263079109,0.672260442822298
70,"Chandler, AZ",33.3067132,-111.8408489,-0.310921230536615,-0.775754083008741,0.549120743641018
71,"Clarkston, MI",42.7086411,-83.4396633,0.0839519063282957,-0.730000827339211,0.678270498774576
72,"Chelsea, MA",42.3917638,-71.0328284,0.240048948783548,-0.698452537834236,0.674196228542424
73,"Corvallis, OR",44.5645659,-123.2620435,-0.390762308934771,-0.595738435907077,0.70171257213973
75,Canada,61.0666922,-107.9917071,-0.149433116103759,-0.460134441091783,0.875183432163037
76,"Portland, ME",19.3636733,-99.2489301,-0.151632463467165,-0.931167839209196,0.331563042640996
78,"Boston, MS",42.3306533,-71.0914404,0.239567214883308,-0.699377618114506,0.673408120558057
79,"East Bay, CA",46.0193462,-60.372133,0.343294485386739,-0.603623808972821,0.719574314122035
80,"Richardson, TX",32.9481789,-96.7297206,-0.0983380516384895,-0.833380987948463,0.543880277750526
81,"Tarzana, CA",34.1727967,-118.553369,-0.39545312088836,-0.726718974846597,0.561690627282998
82,Germany,51.0834196,10.4234469,0.617821574578422,0.113652842302726,0.77806139437833
83,"St. Louis, MO",38.6272733,-90.1978889,-0.00269819409989123,-0.781218752126586,0.624251536701656
84,"Yakima, WA",46.601557,-120.5108421,-0.348825266891287,-0.591931624698586,0.726593342152207
85,"Palm Springs, CA",33.8246269,-116.540303,-0.371199604217975,-0.743201576170705,0.556652738254109
86,"Laguna Beach, CA",53.4453765,-113.402912433547,-0.236564652316421,-0.546592426516493,0.8032894151856
87,"Seal Beach, CA",33.7423967,-118.1055926,-0.391738385615342,-0.733488478376561,0.555459889932949
88,"Brookline, MA",42.3317642,-71.1211635,0.239200144615166,-0.699489448949763,0.673422454053947
89,"San Antonio, TX",29.4246002,-98.4951405,-0.128669371965033,-0.861446659678461,0.49127776791439
90,"London, England, United Kingdom",51.5073219,-0.1276474,0.622413076426851,-0.00138665610370536,0.782687702393306
92,"Overland Park, KS",38.9742502,-94.6851702,-0.063500802703421,-0.774830981134037,0.628971063508399
93,"Edina, MN",44.8897027,-93.3501222,-0.0414009169193067,-0.707255972306614,0.705744255176666
96,"Fremont, CA",49.2850624,-123.135817450772,-0.35656167205036,-0.546217805852264,0.757964301662413
97,"Grants Pass, OR",42.4393707,-123.3272489,-0.405467651790782,-0.616626232458686,0.674809656714451
98,"Pacific Grove, CA",36.6174432,-121.9155906,-0.424328992630294,-0.681299735908668,0.59646925810484
99,"Lenoir, NC",35.9140196,-81.5389849,0.119165525417634,-0.801083373429359,0.586570546794652
100,CA,61.0666922,-107.9917071,-0.149433116103759,-0.460134441091783,0.875183432163037
101,"Midland, TX",31.9973662,-102.0779482,-0.177452564514298,-0.829299388648787,0.529880280189825
102,"Glendale, CA",51.034096,-114.1522951,-0.257305633371854,-0.573808292043843,0.77752032450402
103,"Grover Beach, CA",35.1209452,-120.6218376,-0.416633366090297,-0.703876127048879,0.575304298637633
104,"Portland, OR",45.5202471,-122.6741949,-0.378257666231744,-0.589780986629246,0.713498090920745
105,"Brisbane, Queensland, Australia",-27.4689682,153.0234991,-0.790720291824031,0.402483699649679,-0.461268134184474
106,"Grapevine, TX",32.9342919,-97.0780654,-0.1034192027639,-0.832898510526721,0.543676870633696
107,"Online, Mexico",19.4326009,-99.1333416,-0.149690195464447,-0.931077355755891,0.332697765217073
108,"Hanover, NE",52.3744779,9.7385532,0.601700670353241,0.103267329245317,0.792017778845273
109,"Emeryville, CA",42.2967472,-82.7583081,0.0932391051676129,-0.733769136538744,0.672970522036982
111,"Apopka, FL",28.7414145,-81.5344294037456,0.129078007044763,-0.867245662082346,0.480857390186223
112,"Shakopee, MN",44.7980186,-93.5268986,-0.043652251597103,-0.708251150498302,0.704609671199831
113,"Pittsburgh, PA",40.4416941,-79.9900861,0.132287490390444,-0.749481281239755,0.648673900320811
114,"Hookset, NH",43.0847155,-71.471557,0.232085514441796,-0.692487861132539,0.683078967741189
115,"Hackensack, NJ",40.8859326,-74.0434736,0.207834285198058,-0.726885397035693,0.654555214991429
116,"Trinidad, CA",41.059291,-124.143125,-0.423208609352657,-0.624064197665441,0.656839668535617
117,"Online, TX",31.8160381,-99.5120986,-0.140425372094868,-0.838061778216257,0.527193674815075
118,"Edmonton, AL, Canada",53.535411,-113.507996,-0.237062943315339,-0.544999437776736,0.804224330476087
119,"Redondo Beach, CA",33.8455911,-118.3886766,-0.394881275912581,-0.730662747218981,0.5569566659625
120,TX,31.8160381,-99.5120986,-0.140425372094868,-0.838061778216257,0.527193674815075
121,"Belmont, CA",45.0391892,-64.0768808969879,0.308910638101791,-0.63552359303935,0.707590263046276
122,"Provo, UT",40.2338438,-111.6585337,-0.281756664287404,-0.709517500584574,0.645908738517954
123,"Munich, Bayern, Germany",48.1371079,11.5753822,0.653777489530929,0.133908531971948,0.744743915213649
124,South Africa,-28.8166236,24.991639,0.794130881935401,0.370168237913397,-0.482007902421311
125,Australia,-24.7761086,134.755,-0.639268059533553,0.644758664030606,-0.419073517676403
126,"Cheshire, England, United Kingdom",53.2141028,-2.47177008607121,0.598269335045042,-0.0258256774362282,0.800878790535574
127,"Bangor, ME",29.065897,-110.9712006,-0.312825441040285,-0.816164088097025,0.485815216660309
128,"Lowell, MA",42.6334247,-71.3161718,0.235678947679078,-0.696931131346196,0.677305272223237
129,"Clemson, SC",34.6850749,-82.8364111,0.102542091939736,-0.8158736151178,0.569065342061204
130,"Atlanta, GA",33.7490987,-84.3901849,0.0812798247313919,-0.827496126521087,0.555557153391288
131,"Washington, Washington D.C.",38.9044038,-77.047803410814,0.174423069782505,-0.758395585911646,0.628022872192868
132,"Billerica, MA",42.5584264,-71.268947,0.236537796497574,-0.697575658705789,0.676341682294724
133,"Alta Vista, CA",45.3960442,-75.6360068313473,0.174203127688104,-0.680250847265245,0.711977566429307
134,"Towson, MD",39.4018552,-76.602388,0.179043293723591,-0.751684050442971,0.634755533479037
135,"Beverly Hills, CA",43.26083105,-79.8964650794964,0.127753548740053,-0.71694812468109,0.685320667498501
136,"Elizabeth Town, NJ",41.049031,-74.0159628,0.207669350495251,-0.72499135551974,0.656704633215367
137,"Milford, DE",38.9130342,-75.4280735,0.19576627418161,-0.75307078096167,0.628140083703334
138,India,22.3511148,78.6677428,0.181735447321709,0.906839720100714,0.380281407952633
139,"Surprise, AZ",39.8158094,46.7521006,0.526273251287584,0.559486041694811,0.640321664577943
140,"Online, Cambodia",13.5066394,104.869423,-0.249519738738253,0.939782177936912,0.233558039921874
141,"New York, NY, USA",40.7308619,-73.9871558,0.209036585565548,-0.728380909173844,0.652506672031928
142,"Online, WI",44.4308975,-89.6884637,0.00388275550038823,-0.714084717193589,0.700048527518111
143,"Hartford, CT",41.7645491,-72.6908673,0.221921938549109,-0.712109510808959,0.666071090654767
144,"Stockholm, Sweden",59.3251172,18.0710935,0.485000642893601,0.158251859973656,0.860075999669606
145,"Powder Springs, GA",33.8595492,-84.683824,0.0769385143229029,-0.826833921764725,0.557158981649717
146,"Warsaw, Poland",52.2319237,21.0067265,0.571761155850385,0.219555563252067,0.790496385384335
147,"Oklahoma City, OK",35.4729886,-97.5170536,-0.106539437931158,-0.807390306003408,0.580319086311175
148,"Cornelius, NC",35.4817982,-80.8589501,0.129364141172646,-0.803958541803072,0.580444297103988
149,"Lemon Grove, CA",32.7425516,-117.0314172,-0.382266528344025,-0.749224405486279,0.540865132479012
150,"Kelso, WA",46.1420334,-122.9060318,-0.376412168538867,-0.581710336223979,0.721059612033605
151,"Brooklyn, NY",40.6501038,-73.9495823,0.209768273778214,-0.729126800105803,0.65143793310152
152,"New Orleans, LA",29.9499323,-90.0701156,-0.00106033093698216,-0.866461347395131,0.499243036174285
153,"Tucson, AZ",32.2218917,-110.9262353,-0.302158455448479,-0.790188904605356,0.533199552550054
154,"Online, Portugal",40.033265,-7.8896263,0.758423533379332,-0.105100004956758,0.643232254302051
155,"Greensboro, NC",36.0726355,-79.7919754,0.143243906665174,-0.795476903170162,0.588810393697417
157,"Tempe, AZ",33.4144139,-111.9094474,-0.311464087799447,-0.774422252389231,0.550690745351372
158,"Cabo San Lucas, Mexico",22.8938107,-109.9111325,-0.313735279312891,-0.866158277173409,0.38902443804786
159,"Hong Kong, Online",22.2793278,114.1628131,-0.37877298926547,0.844273230816284,0.379122321065291
160,"Virginia Beach, VA",36.8529841,-75.9774183,0.193886343758155,-0.776332049105732,0.599763816210506
161,"Unknown, China",35.000074,104.999927,-0.212010950052929,0.791239669800424,0.573577494321186
162,"Salinas, CA",36.6744117,-121.6550372,-0.420914945759657,-0.682717161087897,0.597267014317908
163,"Dublin, Unknown, Ireland",53.3497645,-6.2602732,0.593368933018134,-0.0650921369998075,0.802294411690447
164,"Royal Oak, MI",42.4894801,-83.1446485,0.0880185743932354,-0.732129433369316,0.675454827028505
165,"Hamilton, ON",43.255205,-79.868202,0.12811902930824,-0.716951259604692,0.685249155913642
167,"Bay Area, CA",37.7884969,-122.3558473,-0.422937835428148,-0.667579943094595,0.612748404274683
168,"Sacramento, CA, USA",38.5815719,-121.4943996,-0.408382996175324,-0.666566720280812,0.623628203218029
169,"Bethesda, MD",38.9848265,-77.0946459,0.173605930378257,-0.757677934329428,0.629114559335413
170,"Sarasota, FL",27.3364347,-82.5306527,0.115478534832814,-0.880787554309756,0.45921453827803
171,"McMinnville, OR",45.2109843,-123.1975851,-0.385732438914258,-0.589515180595399,0.709705810471376
172,"Chestnut Hill, MA",42.330653,-71.1622757,0.23870238616589,-0.699673266045267,0.673408116687243
173,"Cologne, Germany",50.938361,6.959974,0.625512491616258,0.0763597528051188,0.776468486793612
174,"Vancouver, BC, Canada",49.2608724,-123.1139529,-0.356527995763263,-0.54662181914215,0.757688837897693
175,"Bergen, Norway",60.3943034,5.3258117,0.491895585180029,0.0458552886923418,0.869445815321081
176,Pakistan,30.3308401,71.247499,0.277477747585659,0.817305875176998,0.504992283105346
177,"Athens, GA",33.9597677,-83.376398,0.0956717205331991,-0.823893858026688,0.558610626998912
178,"New Brunswick, NJ",40.4862174,-74.4518173,0.20386765774074,-0.732729685316781,0.649265112556401
179,"MB, Canada",55.001251,-97.001038,-0.0699095174095019,-0.569282065906108,0.81916456760119
180,"Miami Beach, FL",25.7929198,-80.1353006,0.154253742865223,-0.887060599204677,0.435119841136565
181,"Arleta, CA",34.2413266,-118.4322047,-0.393595284647689,-0.726962311888227,0.5626797925972
182,"Beaverton, OR",45.4871723,-122.8037804,-0.379813678226503,-0.589270073041493,0.713093507788234
183,"Middleton, CT",53.5484755,-2.1972661,0.593705620103694,-0.0227794985549805,0.804359826882765
184,"Mountain View, CA",45.5073725,-73.6050824,0.197810191440936,-0.67232155285434,0.713340632327663
185,"Columbia, SC",34.0007493,-81.0343313,0.12919824757236,-0.818901083152009,0.559203745370771
186,"Orange, CA",45.843838,-74.041871,0.191524087992023,-0.669770783082744,0.717443810934035
187,"Cincinnati, OH",39.1014537,-84.5124602,0.0742112288770139,-0.772473872451336,0.630695496962361
188,"San Mateo, CA",37.496904,-122.3330573,-0.424334646962569,-0.670374390445263,0.608718558959964
189,"Oceanside, CA",33.1958696,-117.3794834,-0.384830867853291,-0.74306512304814,0.547502900500752
190,"Toronto, ON, Canada",43.653963,-79.387207,0.133251643358446,-0.711145648976464,0.690301286022355
191,"Hamburg, Germany",53.550341,10.000654,0.585089136757753,0.103173887058065,0.804379171210566
192,MS,32.9715645,-89.7348497,0.00388239070128752,-0.838931781869389,0.544222741542371
193,"Antwerpen, Belgium",51.2211097,4.3997081,0.624470968902671,0.0480472220530232,0.779568774035201
194,"Kansas City, KS",39.1134562,-94.626497,-0.0625838658601463,-0.773370145847693,0.630858048411461
195,"Renton, WA",47.4799078,-122.2034496,-0.360178175790024,-0.57187687627623,0.737040378856621
196,Colombia,2.8894434,-73.783892,0.278906034455403,-0.958994454597015,0.050408927746341
197,Italy,42.6384261,12.674297,0.717717605399456,0.161406360689994,0.677369489738416
198,"Los Angeles, CA",34.0536834,-118.2427669,-0.392059488205313,-0.729879167548197,0.559969426386244
199,"Huntington Beach, FL",26.61299695,-80.2186208190123,0.151889922424189,-0.88105594734187,0.447961905879834
200,"Dover, NH",43.198057,-70.8739158,0.238852761016864,-0.688751379728071,0.684522384935146
201,"Hope, BC, Canada",49.3799438,-121.4413515,-0.339599056949989,-0.55545072436993,0.759043459437994
202,"Mount Clemens, MI",42.5972563,-82.8779754,0.0912674861560988,-0.730449783420183,0.676840719720788
203,"Hope Mills, NC",34.9704419,-78.9453056,0.15712581762224,-0.804242645233169,0.573153770837196
204,AZ,40.3936294,47.7872508,0.511714895430798,0.564090609136298,0.648035223177327
205,"Albany, NY",42.6511674,-73.754968,0.205750863721848,-0.70612713437326,0.677533063532343
206,"Dearborn, MI",42.3222599,-83.1763145,0.087847781291633,-0.734132226158358,0.673299815712072
207,"Online, GA",-0.8999695,11.6899699,0.979137494732353,0.202590876676567,-0.0157067850520683
208,"Online, TX, USA",31.8160381,-99.5120986,-0.140425372094868,-0.838061778216257,0.527193674815075
209,"Vernon, BC, Canada",50.268277,-119.267578,-0.312494708369058,-0.557598117656463,0.76904577004708
210,"Kahului, HI",20.8894101,-156.4727118,-0.856604550660542,-0.372947466056426,0.356565325501152
211,Scotland,56.7861112,-4.1140518,0.546354569912344,-0.0392978669371955,0.836631556654471
212,"Belize City, Belize",17.5000543,-88.2003115,0.0299517819032221,-0.953246227014976,0.300706703354838
213,Brazil,-10.3333333,-53.2,0.589307944095211,-0.787744187634138,-0.179374585365117
214,"Boulder, CO",40.0149856,-105.2705456,-0.201714323305418,-0.738835458124593,0.642987945136812
215,"Sparta, WI",43.9441328,-90.8129118,-0.0102152465353862,-0.719944328327277,0.693956636143504
216,"Austin, TX",30.30758105,-97.712630246401,-0.11586272376279,-0.855518803665889,0.504641858961733
217,"Mulberry, AR",35.5006417,-94.0515919,-0.0575206285315928,-0.81207442077873,0.580712073587437
218,"West Hartford, CT",41.7620447,-72.7420399,0.221294480658871,-0.712335234540097,0.666038487223243
219,"Lawrence, KS",38.9719384,-95.2359496,-0.0709484534667937,-0.774210034249909,0.628939694897233
220,"Philadelphia, PA",39.9524152,-75.1635755,0.19629023065275,-0.74102092287132,0.642151179409668
221,"Albany, GA",31.5782062,-84.1556809,0.0867480832158374,-0.847498077394132,0.523661893660048
222,"Online, United Kingdom",54.7023545,-3.2765753,0.576879497934477,-0.0330260336732453,0.81616133574354
223,Ireland,52.865196,-7.9794599,0.597847353024743,-0.0838034200402488,0.797217366388155
224,"Cape Town, South Africa",-33.928992,18.417396,0.787231297163992,0.262142490972242,-0.558165028636126
225,France,46.603354,1.8883335,0.686671874792839,0.0226392799199568,0.726614890690518
226,"High Point, NC",35.9556924,-80.0053176,0.140489229207074,-0.797186649048686,0.58715945283656
227,"Online, FL",27.7567667,-81.4639835,0.131351510999384,-0.875130025101434,0.465719035174795
228,"Arlington, TX",32.701939,-97.105624826688,-0.104091692325126,-0.835029667097995,0.540268798520795
229,Netherlands,52.2379891,5.53460738161551,0.609528165394379,0.05906248478993,0.790561217415452
230,"Waco, TX",31.549333,-97.1466695,-0.106020720178953,-0.845569242115047,0.523232513976073
231,"Stowe, VT",44.4653741,-72.6860186,0.212394954146759,-0.681336058101057,0.700478093436411
232,"Baltimore, MD, USA",39.2847494,-76.6204746396999,0.179105836625251,-0.753001113783378,0.633174874681364
233,"Online, MA",41.894802,12.4853384,0.726768742308976,0.160925646629964,0.667765027131069
234,"Honolulu, HI",21.3250785,-157.846644178573,-0.862764461146161,-0.351268582316837,0.363658999146583
235,"Ojai, CA, USA",34.4480495,-119.242889,-0.40284703463314,-0.719544599408539,0.565658762991691
236,"Sherwood, OR",45.3570983,-122.840357,-0.381066718010318,-0.590386125121147,0.71150009113793
237,"Danville, PA",40.9664806,-76.6131474,0.174822724905993,-0.734576645458369,0.655617393609698
238,"Colorado Springs, CO",38.8339578,-104.8253485,-0.199316849867245,-0.753034880998015,0.627065595738837
239,"Livonia, MI",42.36837,-83.3527097,0.0855244614650231,-0.733860752794289,0.673894622325566
240,"Foster City, CA",37.5600336,-122.2688522,-0.423224827798173,-0.670281957592534,0.609592357613781
242,"Pauma Valley, CA",33.3033679,-116.9814167,-0.379192400164188,-0.744804082373255,0.549071946595213
243,"Allston, MA",42.3554344,-71.1321271,0.238976303639527,-0.699271890271123,0.673727800951868
244,"Kirtland, OH",41.628937,-81.361499,0.112268688136795,-0.738983222080806,0.664303800340713
245,"Sunnyvale, CA",37.3688301,-122.0363496,-0.421578149391086,-0.673714599310479,0.606943574504177
247,"Unknown, Unknown, Phillipines",10.2447856,-61.4561398,0.470213240286596,-0.864446335729181,0.177853988719884
248,"Glenwood Springs, CO",39.5507448,-107.3255001,-0.229621768285268,-0.736076626651597,0.636761370708644
249,"Marin County, CA",38.0409144,-122.6199638,-0.424551356898943,-0.6633431167889,0.6162240296873
250,"Peabody, MA",42.5278731,-70.9286609,0.240794391684482,-0.696499307668581,0.675948796396952
251,"Albany, CA",53.63255515,-113.548630022797,-0.236904279235494,-0.543580397988906,0.805230844790569
252,"Thessalonika, Greece",40.6403167,22.9352716,0.698825738094443,0.295702645318173,0.65130832432005
253,"Dunwoody, GA",33.9461513,-84.3345306,0.081894467643425,-0.825510547039623,0.558413496340966
254,"Puerto Vallarta, Mexico",20.69820775,-105.181524169965,-0.244975090393918,-0.902808631683193,0.353445582296359
255,"Ann Arbor, MI",42.2681569,-83.7312291,0.0808030245007113,-0.735580246563673,0.672601347082255
256,"Friendswood, TX",29.5293998,-95.2010447,-0.0788754712068624,-0.866520472605723,0.492870095052489
257,"Arcata, CA",40.866517,-124.08284,-0.423787802359499,-0.626335956594041,0.65429898979651
258,"Monterey Park, CA",51.0814733,-113.9284589,-0.25480113672358,-0.574221258637059,0.778040054787441
259,"Sunrise, FL",26.1482449,-80.3288859410087,0.150799532560426,-0.88489957479618,0.440695182076111
260,"Yreka, CA",41.732616,-122.637766,-0.402477055748105,-0.628422846280449,0.665655275551179
261,"Deer Park, NY",40.7617653,-73.3292858,0.217284897514673,-0.72559553812408,0.652915299534683
262,"Paul, ID",-2.9291275,115.1596523,-0.424586562081945,0.903944121357333,-0.0511006532536932
264,"Bend, OR",44.0581728,-121.3153096,-0.373508230109263,-0.613943504498239,0.695388362949127
265,"Tacoma, WA",47.2495798,-122.4398746,-0.364121294746308,-0.57288170342419,0.734317531177127
266,"Charlotte, NC",35.2270869,-80.8431268,0.129995521708119,-0.806462343434898,0.576818561557554
267,"Falls Church, VA",38.882334,-77.1710914,0.172844466440505,-0.759004963785343,0.627723072198328
268,"Garberville, CA",40.100569,-123.796139,-0.425476028596636,-0.635661161819301,0.644131226105497
269,"Washington, DC",38.8950092,-77.0365625,0.174594954660124,-0.758461691263776,0.627895265703223
270,"Buffalo, NY",42.8867166,-78.8783922,0.141332121147746,-0.718940569593671,0.68055101860493
271,"Metairie, LA",30.001852,-90.1767149159888,-0.00267099093584073,-0.86600512256848,0.500027992708981
272,"South Jordan, UT",40.5621704,-111.929658,-0.283723950673415,-0.704731189834992,0.650272765759128
273,"Elmhurst, NY",40.7365804,-73.8783932,0.210400783821222,-0.727920223071762,0.652582300564895
274,"Shanghai, Online, China",31.2253441,121.4888922,-0.446665465940756,0.72920908317597,0.518405318789833
275,"Hicksville, NY",40.7684331,-73.5251253,0.214781965679325,-0.726261119032464,0.653003441185909
276,"Tallahassee, FL",30.4380832,-84.2809332,0.0859167073305603,-0.85788561136048,0.506606945493377
277,"Richmond, VA",37.5385087,-77.43428,0.172512353745387,-0.773950703473275,0.609294507113308
278,"Kingston, RI",41.4803791,-71.5225598,0.237439364606144,-0.710561117893194,0.662363529999807
279,"Halifax, Canada",44.6486237,-63.5859487,0.316483033567233,-0.63715854310246,0.702757056468046
280,"Bronx, NY",40.85048545,-73.8404035580209,0.210521895200707,-0.726533033092941,0.654087366844731
281,"Winnipeg, MB, Canada",49.884017,-97.168579,-0.0804062575594631,-0.639300385432037,0.764741689024294
282,"Edgewater, CO",39.7508575,-105.063811236229,-0.199815392859397,-0.742412860808419,0.639450508548319
283,"Online, NH",43.4849133,-71.6553992,0.228355145772011,-0.688683420453575,0.68816355162985
284,"Lafayette, LA",30.2240897,-92.0198427,-0.0304544306310695,-0.863526374376068,0.503383281816014
285,"Chico, CA",45.5484418,-73.5428,0.198396003038145,-0.671615586106659,0.713842791150192
286,"Hemet, CA",33.778562,-117.035766636246,-0.377815765661594,-0.740362285345531,0.555984652356058
287,"Palo Alto, CA",37.4455862,-122.1619289,-0.422620566018839,-0.672100056143291,0.608007706949593
288,"Davis, CA",53.1103334,-105.6567239,-0.161998425214436,-0.578003266029963,0.799792932381087
289,"Unknown, FL",27.7567667,-81.4639835,0.131351510999384,-0.875130025101434,0.465719035174795
290,"Corte Madera, CA",37.9254806,-122.5274755,-0.424146722027184,-0.66507298139652,0.614636061104406
291,"San Francisco, Online",37.7647993,-122.4629897,-0.424321456779609,-0.667001662285446,0.612421491968467
